Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. Protein q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,MW [kDa],Gene Symbol,"Abundance Ratio: (Heavy, Soluble_S59L-Treat) / (Light, Soluble_S59L-Treat)","Abundance Ratio: (Heavy, Soluble_S59L-WT) / (Light, Soluble_S59L-WT)","Abundance Ratio P-Value: (Heavy, Soluble_S59L-Treat) / (Light, Soluble_S59L-Treat)","Abundance Ratio P-Value: (Heavy, Soluble_S59L-WT) / (Light, Soluble_S59L-WT)","Abundance: F9: Light, Sample, S8, Soluble_S59L-Treat, 4","Abundance: F11: Light, Sample, S7, Soluble_S59L-Treat, 3","Abundance: F13: Light, Sample, S6, Soluble_S59L-Treat, 2","Abundance: F15: Light, Sample, S5, Soluble_S59L-Treat, 1","Abundance: F10: Light, Sample, S4, Soluble_S59L-WT, 4","Abundance: F12: Light, Sample, S3, Soluble_S59L-WT, 3","Abundance: F14: Light, Sample, S2, Soluble_S59L-WT, 2","Abundance: F16: Light, Sample, S1, Soluble_S59L-WT, 1","Abundance: F9: Heavy, Sample, S8, Soluble_S59L-Treat, 4","Abundance: F11: Heavy, Sample, S7, Soluble_S59L-Treat, 3","Abundance: F13: Heavy, Sample, S6, Soluble_S59L-Treat, 2","Abundance: F15: Heavy, Sample, S5, Soluble_S59L-Treat, 1","Abundance: F10: Heavy, Sample, S4, Soluble_S59L-WT, 4","Abundance: F12: Heavy, Sample, S3, Soluble_S59L-WT, 3","Abundance: F14: Heavy, Sample, S2, Soluble_S59L-WT, 2","Abundance: F16: Heavy, Sample, S1, Soluble_S59L-WT, 1",Modifications,WikiPathways,Reactome Pathways
FALSE,High,Master Protein,Q9D1E6,Tubulin-folding cofactor B [OS=Mus musculus],0,24.839,30,7,36,7,27.4,Tbcb,63.692,1000,0.099626722,,8600085,5847272.5,,,,,,,23817944,23720104,27132958,23276956,5902364,5597322.5,,11119649,,,
FALSE,High,Master Protein,Q9EPM5,Syncoilin [OS=Mus musculus],0,24.83,23,8,19,8,53.6,Sync,1000,,,,,,,,,,,,9411773,,,,,,,,,,
FALSE,High,Master Protein,Q3UN02,Lysocardiolipin acyltransferase 1 [OS=Mus musculus],0,24.723,21,7,49,7,44.4,Lclat1,2.622,1.742,0.001124963,0.006783024,19733129,24717921,19724246.75,18585686,15761460.5,15767332.5,14146628,12947471,53280318,49057642.5,51015381,49397522,26289875,23662843.25,31984002.5,23563552,,,Synthesis of PA; Acyl chain remodeling of CL
FALSE,High,Master Protein,P46978,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A [OS=Mus musculus],0,24.72,11,8,41,8,80.5,Stt3a,3.964,1.579,0.019306794,0.25363481,6242037.375,8303579.75,2134719,4282410,,936932.1875,1346669.625,2884985.875,23423083,18172415.5,21701305.5,17935530.5,,1479743.625,6419646.25,3150076.5,,,Regulation of CDH1 posttranslational processing and trafficking to plasma membrane; PD-L1(CD274) glycosylation and translocation to plasma membrane
FALSE,High,Master Protein,Q61334,B-cell receptor-associated protein 29 [OS=Mus musculus],0,24.648,29,7,46,7,27.9,Bcap29,2.286,2.421,0.003842391,0.087782189,14581162,13921328.75,21189271.25,20653887.75,8929857.125,17878816.88,15082034.75,2174179.5,37899451.5,37004328,42613057.5,36764780.25,28883076.63,27499333,27338824,26582804.13,,,
FALSE,High,Master Protein,Q63932,Dual specificity mitogen-activated protein kinase kinase 2 [OS=Mus musculus],0,24.647,20,6,30,3,44.4,Map2k2,1000,1000,,,,,,,,,,,6924237.5,7676284,7607846,6571168.5,3143810.25,3667213.25,3752894,4349388.5,,IL-9 signaling pathway; EPO receptor signaling; IL-5 signaling pathway; MicroRNAs in cardiomyocyte hypertrophy; Hepatocyte growth factor receptor signaling; Mapk cascade; B cell receptor signaling pathway; Focal adhesion: PI3K-Akt-mTOR signaling pathway; IL-7 signaling pathway; ESC pluripotency pathways; Novel Jun-Dmp1 pathway; IL-6 signaling pathway; Ethanol metabolism resulting in production of ROS by CYP2E1; IL-2 signaling pathway; T cell receptor signaling pathway; Mapk signaling pathway; Na/K-ATPase/Src signaling; Regulation of actin cytoskeleton; EGFR1 signaling pathway; Integrin-mediated cell adhesion; Insulin signaling; Focal adhesion,Signal transduction by L1; MAP2K and MAPK activation; RAF activation; Frs2-mediated activation; MAPK1 (ERK2) activation; Negative feedback regulation of MAPK pathway
FALSE,High,Master Protein,Q8VCR7,Putative protein-lysine deacylase ABHD14B [OS=Mus musculus],0,24.633,35,6,32,6,22.4,Abhd14b,1000,0.001,,,,,3103874.75,,,4450237,,5651937,,2793928.25,3831229.25,6317132,,,,,,,Cytosolic sulfonation of small molecules
FALSE,High,Master Protein,P24668,Cation-dependent mannose-6-phosphate receptor [OS=Mus musculus],0,24.609,25,6,37,6,31.2,M6pr,1000,1000,,,,,,,,,,,13693689,13058923.25,14727080,12029987.25,7192664.313,6591867.5,7301417.125,9541349.25,,,Cargo recognition for clathrin-mediated endocytosis; Glycosphingolipid catabolism; Retrograde transport at the Trans-Golgi-Network; Lysosome Vesicle Biogenesis
FALSE,High,Master Protein,Q8BWZ3,"N-alpha-acetyltransferase 25, NatB auxiliary subunit [OS=Mus musculus]",0,24.609,12,10,31,10,111.6,Naa25,1000,1000,,,,,,,,,,,5381425.5,4155610.5,10165009.5,8539747.25,,1812201.25,,2314267,,,
FALSE,High,Master Protein,Q9JLR9,"HIG1 domain family member 1A, mitochondrial [OS=Mus musculus]",0,24.607,53,4,33,4,10.4,Higd1a,,,,,,,,,,,,,,,,,,,,,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],,Complex IV assembly
FALSE,High,Master Protein,Q9CQI3,Glia maturation factor beta [OS=Mus musculus],0,24.604,37,4,42,3,16.7,Gmfb,1.401,2.6,0.129543157,0.369762018,40321124,34898604,18534122,37720037,9566548.75,2260202,1834777.25,2780511.75,55772114.5,49494240,86231964.5,51136887.5,3570971.125,5842889.625,6291414.25,7272628.5,,,
FALSE,High,Master Protein,Q8BGZ7,"Keratin, type II cytoskeletal 75 [OS=Mus musculus]",0,24.594,15,10,24,1,59.7,Krt75,0.001,,,,,,17391236,,,,,,,,,,,,,,,,Formation of the cornified envelope
FALSE,High,Master Protein,Q91V61,Sideroflexin-3 [OS=Mus musculus],0,24.582,31,8,27,8,35.4,Sfxn3,1.496,0.546,0.038970046,0.008849837,12988198.25,9946326.625,9426430.625,7679471.875,16863699.25,16734714.31,14597275.81,14469538,14046641.38,13629761.88,15394102.63,12554467,7025411.5,8503282,9794055.531,8474435,Acetyl [N-Term],,
FALSE,High,Master Protein,P58137,Acyl-coenzyme A thioesterase 8 [OS=Mus musculus],0,24.496,22,6,23,6,35.8,Acot8,1.602,1000,0.078965773,,7129554.5,4954286.5,5873612,4862936,,,,,11935569.25,7593090.5,13011011.75,4846717,,,2367371.25,,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],,Peroxisomal protein import; Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol; Beta-oxidation of pristanoyl-CoA; Beta-oxidation of very long chain fatty acids; alpha-linolenic acid (ALA) metabolism
FALSE,High,Master Protein,Q99KN9,Clathrin interactor 1 [OS=Mus musculus],0,24.486,16,8,44,8,68.5,Clint1,2.577,0.638,0.006323169,0.086017113,8273693.5,11015083,9541248,10564964,17334598,15549909,14774850,16336452,22966419.75,18011550.5,26219463.75,25530094.75,6260614.25,8841260.25,10578084,15005008.75,,,Golgi Associated Vesicle Biogenesis
FALSE,High,Master Protein,Q9JM14,"5'(3')-deoxyribonucleotidase, cytosolic type [OS=Mus musculus]",0,24.452,39,6,23,6,23.1,Nt5c,1.818,0.884,0.028937168,0.29276812,1129866.375,935752.9375,1116066.5,,,315154.8438,,524157.9375,1594270.625,1788305,1930846.875,6294135,,218894.2656,301381.8125,463484.625,,Purine metabolism,Purine catabolism; Pyrimidine catabolism
FALSE,High,Master Protein,P07309,Transthyretin [OS=Mus musculus],0,24.439,41,4,39,4,15.8,Ttr,126.059,141.281,0.001127947,0.010257808,,2733272.75,,3440873.5,,2374986.5,,1766504.375,25683832.5,43434243,44209735.25,54146349.5,24138265.5,43111377,5565711.125,35260106.75,,,Neutrophil degranulation; Retinoid metabolism and transport; The canonical retinoid cycle in rods (twilight vision)
FALSE,High,Master Protein,P63030,Mitochondrial pyruvate carrier 1 [OS=Mus musculus],0,24.388,39,4,44,4,12.4,Mpc1,0.266,0.176,8.34252E-06,0.000259975,95238853,74691315,88743122,79633076,281905868,290159939,226511048,263105978,25186332,20038406,25422874,20826170,44061111,42054918,46554145,51957350,,Glycolysis and gluconeogenesis,
FALSE,High,Master Protein,Q6PA06,Atlastin-2 [OS=Mus musculus],0,24.35,20,9,31,8,66.2,Atl2,,1000,,,,,,,,,,,,,,,,,6353664,,,,
FALSE,High,Master Protein,Q3UZA1,CapZ-interacting protein [OS=Mus musculus],0,24.318,21,7,36,7,44.1,Rcsd1,1000,1000,,,,,,,,,,,2902996.5,4305380,3708763.125,6418040.063,3360789.969,4430691.313,5753263.5,7471624.25,,,
FALSE,High,Master Protein,Q8CHW4,Translation initiation factor eIF2B subunit epsilon [OS=Mus musculus],0,24.312,17,8,21,8,80,Eif2b5,1000,,,,,,,,,,,,4775907,3434398.75,4145407.25,3750616,,,,,,MicroRNAs in cardiomyocyte hypertrophy; Translation factors,Recycling of eIF2:GDP
FALSE,High,Master Protein,P14131,Small ribosomal subunit protein uS9 [OS=Mus musculus],0,24.303,45,7,43,7,16.4,Rps16,1.781,1.267,0.001089,0.370181574,76533311.88,70473976,70498810.25,85842108,11906817,9681489.625,7584757.688,26300390.75,137620903,124319748,148391610,144784358,9453321.75,15439109.38,12804007.25,26483187.25,,Cytoplasmic ribosomal proteins,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"
FALSE,High,Master Protein,P62317,Small nuclear ribonucleoprotein Sm D2 [OS=Mus musculus],0,24.29,47,6,47,6,13.5,Snrpd2,1.075,0.722,0.263224547,0.535291069,40455002,29313569.5,24080113.5,35952568,11275094,12652708.75,10711327.75,20214601.25,45552741,30074590.5,38940506.5,35637914.5,6006782.75,5977094.375,18722717.75,19776598.25,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],mRNA processing; EGFR1 signaling pathway,snRNP Assembly; mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway
FALSE,High,Master Protein,Q8BVQ5,Protein phosphatase methylesterase 1 [OS=Mus musculus],0,24.118,27,7,41,7,42.2,Ppme1,11.498,81.882,0.000207447,0.051064191,2415882.5,2699754,3472461,4518258,,1875920,,4093988.5,29702285.5,32549680.5,38079392.5,34954017.75,8877323.5,12577476.13,9666769.125,20680234.63,,,Cyclin A/B1/B2 associated events during G2/M transition
FALSE,High,Master Protein,Q62093,Serine/arginine-rich splicing factor 2 [OS=Mus musculus],0,24.091,29,8,51,8,25.5,Srsf2,,,,,,,,,,,,,,,,,,,,,Met-loss+Acetyl [N-Term]; Acetyl [N-Term],mRNA processing,mRNA Splicing - Major Pathway; Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination; mRNA Splicing - Minor Pathway
FALSE,High,Master Protein,Q9CXW2,Small ribosomal subunit protein mS22 [OS=Mus musculus],0,24.063,26,8,38,8,41.2,Mrps22,1000,25.175,,0.092715715,,,,2987067.75,2352771.25,,,3258781.25,5403476.25,4257866.75,6228820.25,5599005.5,1274704.875,1408744.25,3541094,2065280,,,Mitochondrial translation elongation; Mitochondrial translation termination; Mitochondrial ribosome-associated quality control
FALSE,High,Master Protein,Q91YI0,Argininosuccinate lyase [OS=Mus musculus],0,24.048,23,9,24,9,51.7,Asl,16.344,1000,0.001742689,,,3265087.25,3548869,4540884.5,,,,,67363754,39260684,62900946,68439376,6728528,7342615,8381692,18049283,,Alanine and aspartate metabolism,Urea cycle
FALSE,High,Master Protein,Q8R2Y2,Cell surface glycoprotein MUC18 [OS=Mus musculus],0,23.978,17,9,45,9,71.5,Mcam,1.484,0.792,0.225959461,0.986122033,12459319.5,12163864.5,11450697.25,13293768.5,13443187,11477028,7980601.5,12928040,29469763.75,23974839,12793085,11123325,8550155,9660536,20465599,9645003,,,RAC1 GTPase cycle; RHOG GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle; RHOD GTPase cycle; RHOA GTPase cycle; RHOB GTPase cycle; RHOC GTPase cycle; RHOF GTPase cycle
FALSE,High,Master Protein,P62270,Small ribosomal subunit protein uS13 [OS=Mus musculus],0,23.96,40,8,70,8,17.7,Rps18,1.854,1.171,0.013589555,0.154562328,36395248,38506972,34135096,41031532,6097079,6769600.5,4664408.5,14494943,66964808,58358500,95104264,76642800,6557694.5,8634179,,23498016,Acetyl [N-Term],Cytoplasmic ribosomal proteins,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"
FALSE,High,Master Protein,Q8VI75,Importin-4 [OS=Mus musculus],0,23.94,8,7,20,7,119.2,Ipo4,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q61781,"Keratin, type I cytoskeletal 14 [OS=Mus musculus]",0,23.923,20,9,15,1,52.8,Krt14,0.001,,,,,,11955692,,,,,,,,,,,,,,,,Formation of the cornified envelope; Type I hemidesmosome assembly
FALSE,High,Master Protein,P21956,Lactadherin [OS=Mus musculus],0,23.89,17,7,31,7,51.2,Mfge8,1000,1000,,,,,,,,,,,15259943.25,17578052.5,8432154.75,13998467.25,998976.5625,727013.875,4334311.375,3395478.5,,,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation
FALSE,High,Master Protein,Q9CR00,26S proteasome non-ATPase regulatory subunit 9 [OS=Mus musculus],0,23.882,30,6,54,6,24.7,Psmd9,1.338,1.008,0.206170516,0.492453991,3351248.25,,,5192231.5,,4706681,3871477.25,4300665.5,4482780.5,2854642.25,,6000576.5,,2822797.5,4077520.75,4333496,Acetyl [N-Term],Proteasome degradation,Proteasome assembly
FALSE,High,Master Protein,Q8R016,Bleomycin hydrolase [OS=Mus musculus],0,23.849,14,5,42,5,52.5,Blmh,2.789,1.794,0.000847396,0.10825446,11349588,9914005,8843677,12110717,7621026,7238997,8011352,11918391,34008324.5,25729231,31928072.63,31390591.38,7127726.844,10444820.06,19163646.38,26586082.19,,Comprehensive IL-17A signaling,Antigen processing: Ubiquitination & Proteasome degradation
FALSE,High,Master Protein,O35345,Importin subunit alpha-7 [OS=Mus musculus],0,23.836,14,5,21,2,59.9,Kpna6,,,,,,,,,,,,,,,,,,,,,,TNF-alpha NF-kB signaling pathway,Assembly of the ORC complex at the origin of replication
FALSE,High,Master Protein,Q9QZ85,Interferon-inducible GTPase 1 [OS=Mus musculus],0,23.813,26,8,20,8,47.5,Iigp1,1000,1000,,,,,,,,,,,2928304.75,5055507.5,2788774,4772458.5,4812621,4374137,30701787,6598370,,,
FALSE,High,Master Protein,Q64674,Spermidine synthase [OS=Mus musculus],0,23.78,33,9,25,9,34,Srm,1000,1000,,,,,,2697204.75,,,,,17105246,18686627,19308083,22335767,,3516513.5,,2591605,Acetyl [N-Term],,Metabolism of polyamines
FALSE,High,Master Protein,Q922Q4,Pyrroline-5-carboxylate reductase 2 [OS=Mus musculus],0,23.774,27,6,25,4,33.6,Pycr2,1000,,,,,,,,,,,,9301725,9980634.5,9414627.25,7416681.75,,,,,,,Glutamate and glutamine metabolism
FALSE,High,Master Protein,P61028,Ras-related protein Rab-8B [OS=Mus musculus],0,23.761,34,6,66,3,23.6,Rab8b,0.001,,,,,468645.5938,,,,,,,,,,,,,,,,,RAB GEFs exchange GTP for GDP on RABs; TBC/RABGAPs; RAB geranylgeranylation
FALSE,High,Master Protein,O89023,Tripeptidyl-peptidase 1 [OS=Mus musculus],0,23.759,7,3,39,3,61.3,Tpp1,1.168,0.719,0.175831949,0.008227151,72746438,62844351.5,80754780,89712427,37643861.5,30511920,38723260.5,46075892,84493028,82529091,94931378,83397781,27940889,20803287,26984227,38950369,,,
FALSE,High,Master Protein,Q91YE8,Synaptopodin-2 [OS=Mus musculus],0,23.746,8,6,20,6,116.5,Synpo2,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q6P2B1,Transportin-3 [OS=Mus musculus],0,23.705,12,8,24,8,104.1,Tnpo3,1000,1000,,,,,,,,,,,8372272.25,10243003.25,10478238,9557349.5,,1699317.75,,3954319.25,,,
FALSE,High,Master Protein,Q8CJ53,Cdc42-interacting protein 4 [OS=Mus musculus],0,23.656,18,11,25,11,68.4,Trip10,21.427,88.975,0.175223167,0.673394211,2285047.25,4677977,,,,1055746.25,3600054.75,,1049071,1163744.625,1143481.75,3460556.875,657685.9375,8357925.875,2019946.625,1615203.5,,,RHOQ GTPase cycle; Clathrin-mediated endocytosis
FALSE,High,Master Protein,O70548,Telethonin [OS=Mus musculus],0,23.65,60,8,33,8,19.1,Tcap,1000,1000,,,,,,,,,,,8780932,7281180,13280937,12358883.75,14040917.5,13388687,15834965,8913923,Acetyl [N-Term],Striated muscle contraction,Striated Muscle Contraction
FALSE,High,Master Protein,Q91VA6,Polymerase delta-interacting protein 2 [OS=Mus musculus],0,23.644,33,8,39,8,41.8,Poldip2,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,P70452,Syntaxin-4 [OS=Mus musculus],0,23.63,24,5,21,5,34.1,Stx4,3.142,1.088,0.00162378,0.095375652,5652278.5,5853131,4808131,3631565.25,2647872,2781752.75,,2615259.5,16074382.5,16695848.5,16643962.5,16502154.25,2917508,2988042.75,8039479.75,,,Insulin signaling,ER-Phagosome pathway; Other interleukin signaling; trans-Golgi Network Vesicle Budding; Disinhibition of SNARE formation
FALSE,High,Master Protein,Q62384,Zinc finger protein ZPR1 [OS=Mus musculus],0,23.625,24,7,17,7,50.7,Zpr1,,,,,,,,,,,,,,,,,,,,,,EGFR1 signaling pathway,
FALSE,High,Master Protein,Q9QZB7,Actin-related protein 10 [OS=Mus musculus],0,23.612,25,7,19,7,46.2,Actr10,1000,1000,,,,,,,,,,,11006119,12300007.5,11661866.5,11498238,,,,7321107.75,Met-loss [N-Term],,MHC class II antigen presentation; Neutrophil degranulation; COPI-mediated anterograde transport; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; COPI-independent Golgi-to-ER retrograde traffic
FALSE,High,Master Protein,O35465,Peptidyl-prolyl cis-trans isomerase FKBP8 [OS=Mus musculus],0,23.606,21,6,27,6,43.5,Fkbp8,1000,,,,,,,,,,,,,3417526.5,4074544.75,3169963,,,,,,,Ub-specific processing proteases
FALSE,High,Master Protein,Q6PDL0,Cytoplasmic dynein 1 light intermediate chain 2 [OS=Mus musculus],0,23.591,21,7,32,6,54.2,Dync1li2,1000,1000,,,,,,,,,,,9443579.75,11152579.5,10444199,9341780.5,1543596.25,6000883.875,8264323,3581119.25,,,COPI-mediated anterograde transport; MHC class II antigen presentation; Aggrephagy; Separation of Sister Chromatids; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; COPI-independent Golgi-to-ER retrograde traffic
FALSE,High,Master Protein,Q9ESL4,Mitogen-activated protein kinase kinase kinase 20 [OS=Mus musculus],0,23.574,10,7,31,7,91.7,Map3k20,1000,1000,,,,,,,,,,,26039872,38525860,38085558.5,26038817.5,,2833418,7668162,30022782,Acetyl [N-Term],Mapk signaling pathway,
FALSE,High,Master Protein,Q9WUR9,"Adenylate kinase 4, mitochondrial [OS=Mus musculus]",0,23.567,42,8,43,8,25,Ak4,1.144,0.18,0.969048752,0.000206183,10343013,9088839,9466191,11098315.5,28041758,28474382.5,27793939,21547618,17701139,6952021.5,16791377.5,5052904,4501716,6564648,4945068.5,3915873.75,,Purine metabolism,Interconversion of nucleotide di- and triphosphates
FALSE,High,Master Protein,P49586,Choline-phosphate cytidylyltransferase A [OS=Mus musculus],0,23.542,27,7,45,7,41.6,Pcyt1a,1000,,,,,,,,,,,,12728933.5,5915109.5,12413771.25,4557860.5,,,,,,Acetylcholine synthesis; One-carbon metabolism and related pathways; Kennedy pathway; Glycerolipids and glycerophospholipids,Synthesis of PC
FALSE,High,Master Protein,Q501J6,Probable ATP-dependent RNA helicase DDX17 [OS=Mus musculus],0,23.494,13,7,34,4,72.4,Ddx17,1000,,,,,,,,,,,,4965750,3645851.5,5000699.5,5857403,,,,,,,SUMOylation of transcription cofactors
FALSE,High,Master Protein,Q9ET26,E3 ubiquitin-protein ligase RNF114 [OS=Mus musculus],0,23.478,34,6,37,6,25.7,Rnf114,1000,1000,,,,,,,,,,,10499018.25,2551058.75,9080268,17153060.25,1828615.25,7967517,1888817.375,2686970.25,,,Antigen processing: Ubiquitination & Proteasome degradation
FALSE,High,Master Protein,P62245,Small ribosomal subunit protein uS8 [OS=Mus musculus],0,23.475,52,6,44,6,14.8,Rps15a,2.088,1.143,0.000619337,0.608803899,27041256,25328886,28990512,33740340,,5531573.5,,12092115,63666562,54758404,58481406,63244116,,5230828.5,,16717450.75,,Cytoplasmic ribosomal proteins,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"
FALSE,High,Master Protein,Q3UMT1,Protein phosphatase 1 regulatory subunit 12C [OS=Mus musculus],0,23.383,14,9,41,9,84.6,Ppp1r12c,1000,1000,,,,,,,,,,,2655684.75,2237592.75,2624996.5,2097747.5,1593541.75,1690271.375,1695816.875,1854900.875,,,
FALSE,High,Master Protein,Q3U2A8,"Valine--tRNA ligase, mitochondrial [OS=Mus musculus]",0,23.368,12,9,27,9,118.4,Vars2,2.178,0.602,0.085390696,0.001712561,6822197,7743904,3018030.75,9343259.75,7066680,6730551.5,7150411.5,8330454.5,6145995,17027276.5,7276281.5,20161368.5,4307651.5,3996566,3777388.25,5550026,,,
